id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,gen14_vote,gen14_poll,gen14_likelyvoter,gen14_enthus,gen14_house,gen14_housecol,gen14_house_other,gen14_gov,gen14_gov_col,gen14_gov_other,gen14_ussen,gen14_ussen_col,gen14_ussen_other,gen14_voter,gen14_victim,gen14_minwage,gen14_insbc,gen14_miltax,redist_neutral,redist_commis,cf_lim_judg,cf_pub_judg,app_teapar,vote_teapar,ed_hscivics,ed_hscom,ed_mscom,gun_rts1,gun_rts2,gun_own,gun_concealsafe,gun_85percent,gun_bigmin,fix_deficit_il14b,tax_temp_inc,cops_makeup,cops_protect,cops_pro1,cops_rate,cops_rate1,cops_match,cops_mat1,cops_respond,cops_resp1,cops_mil,abort_leg,lg_coup_rts,betteroff_now,beteroff_1yr,news_often,education,ideo_leans,ideology,party_leans,partyaff,employ_time,employ_type,retired_type,relig_often,relig_1,relig_2,religion,born_again1,born_again,zip,age_cat,birth_yr,rac_eth,rec_eth_other,neighborhood1,neighborhood,hh_inc,male,female
70593,2,2,1,1, ,1,2,2,2,2,2,1,2,2,2,9,9, ,4,2, ,5,3, ,2,3,3,2,3,1,1,1,4,4,4,2,3,3,2, ,2,2,2,3,3,4,2,2,1,2,1,1,1,1,1,2,1,1,2,1,3,5,2,1,3,1,1,1, ,4, ,1,1,5,2,60070,6,1967,1, ,5,5,6,0,1
69240,2,2,1,1, ,1,1,2,1,1,2,1,1,1,1,8,8,SOVIET PARTY (COMMUNIST PARTY),6,3, ,2,1, ,1,3,2,1,1,1,2,2,3,3,4,1,1,2, ,9,9,1,2,9,2,9,1,1,1,5,2,2,1,2,1,2,1,1,3,3,1,5,3,2,8,8,1,3, ,4, ,2,2, , ,60631,4,1977,8,RUSSIAN,1,1,6,1,0
70939,2,2,1,1, ,1,2,1,1,1,1,2,2,2,2,9,9, ,4,2, ,9,9, ,1,1,1,1,4,1,2,9,3,4,5,1,1,1, ,2,2,2,1,1,8,9,1,2,1,1,1,1,1,2,1,2,1,1,1,3,1,6,2,1,9,9,4, , ,1,1, ,1,5,2,60521,6,1969,1, ,5,5,7,0,1
57010,3,2,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1, ,9,9, ,3,2, ,1,1,2,1,2,2,2,3,3,4,5,1,1,1,1, ,1,1,1,3,3,2,2,2,1,2,1,9,9,1,1,2,1,1,1,3,3,6,2,1,1,1,1,1, ,3,1, ,1,5,2,61061,3,1980,1, ,5,5,6,0,1
48476,3,2,1,1, ,1,2,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,4,4,4,1,2,4,4,1,1,1,2,2,1, ,1,1,1,2,3,4,2,1,1,1,1,1,1,1,1,1,2,1,3,3,2,6,4,3,7,3,1,3, ,3,2, ,2, , ,60462,4,1978,1, ,5,5,6,0,1
70347,2,1, , ,1,1,2,2,2,1,3,3,1,2,2,2,1, ,2,1, ,9,9, ,1,1,4,1,4,1,2,1,4,8,3,3,1,1, ,9,9,2,2,1,2,4,1,1,1,1,1,9,9,1,1,9,1,1,2,2,1,3,3,2,4,2,4, , ,5, ,1,1,5,2,60137,10,1949,1, ,5,5,1,0,1
68726,3,1, , ,1,1,1,9,1,1,1,1,3,2,9,2,1, ,3,2, ,3,2, ,9,9,9,9,2,9,9,9,9,8,4,2,2,9, ,2,2,2,1,9,3,9,9,3,2,1,1,2,1,2,1,9,9,3,1,3,1,2,2,1,2,1,3, ,1,3,2, ,2, , ,61520,13,1928,1, ,5,5,4,1,0
69934,3,1, , ,1,1,1,2,2,2,1,1,2,2,2,1,1, ,3,2, ,3,2, ,2,2,1,2,1,2,2,2,2,4,5,1,3,4,2, ,2,2,1,2,2,2,2,2,1,2,1,3,2,3,2,1,2,1,3,3,3,5,1,1,1,1,3, ,3,1,1, ,1,5,2,62286,9,1954,1, ,5,5,4,1,0
70921,3,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,3,3,4,4,4,3,9,3,3,8,3,9,4,3,1, ,1,1,1,2,2,4,2,2,1,2,1,4,3,3,2,2,3,3,2,2,1,3,5,3,5,3,3, ,4,1,1, ,1,1,1,61081,11,1942,1, ,5,5,9,1,0
62417,2,2,1,1, ,1,2,1,1,1,3,1,1,1,2,1,1, ,3,2, ,3,2, ,3,2,2,1,2,3,3,3,2,8,9,2,2,2,9, ,9,2,9,2,2,2,1,3,2,3,2,3,2,9,9,2,1,1,3,3,1,4,2,1,1,1,9, , ,1,2, ,2, , ,60426,7,1960,2, ,6,6,4,0,1
69709,1,2,1,1, ,1,1,1,2,2,2,1,1,1,1,1,1, ,3,2, ,3,2, ,2,2,1,1,1,2,3,2,2,8,5,1,1,3, ,1,1,2,2,3,2,1,1,3,2,2,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,3, ,4,5, ,1,1,5,2,60643,11,1943,2, ,1,1,4,1,0
70908,1,2,1,1, ,1,1,1,1,1,2,1,1,1,1,9,9, ,9,9, ,9,9, ,3,2,1,2,2,2,2,9,2,8,9,1,1,2, ,2,2,2,2,9,1,9,2,1,1,1,1,9,9,1,1,9,2,9,3,3,1,6,2,1,9,9,1,1, ,3,2, ,2, , ,46430,5,1974,8,I DON'T KNOW,2,2,4,1,0
69944,2,2,1,1, ,1,2,9,9,1,2,9,1,2,2,9,9, ,9,9, ,9,9, ,1,9,9,1,1,2,1,1,2,8,3,1,1,1, ,2,2,2,1,1,3,9,1,1,1,1,1,9,9,1,1,2,2,2,3,3,2,6,3,2,5,3,9, , ,2,1, ,1,2,1,60174,10,1948,1, ,5,5,3,0,1
70302,2,2,1,1, ,1,1,1,1,1,3,2,1,2,9,1,1, ,3,2, ,3,2, ,9,9,1,1,2,9,9,9,2,1,9,1,2,2, ,1,1,2,1,1,9,4,9,1,1,2,1,5,3,2,1,9,9,9,1,1,2,4,2,1,3,1,1,4, ,3,2, ,2, , ,60133,7,1961,3, ,3,3,5,1,0
69705,2,1, , ,1,1,2,2,2,2,5,1,2,2,1,4,2, ,1,1, ,1,1, ,3,1,3,1,2,2,1,1,4,8,2,1,1,1,1, ,1,1,1,1,2,4,2,5,2,5,2,2,1,5,3,1,2,1,2,2,1,3,3,2,6,3,4, , ,5, ,1,1,5,2,60641,5,1972,1, ,3,3,5,0,1
70034,2,1, , ,1,1,2,1,1,2,3,1,2,2,8,1,1, ,3,2, ,3,2, ,1,2,1,1,1,2,1,2,9,4,5,1,1,3, ,2,2,2,1,1,1,1,1,3,2,3,2,9,9,2,1,2,1,1,3,2,1,5,1,1,1,1,1,3, ,5, ,2,2, , ,60625,9,1954,1, ,3,3,5,0,1
70862,2,1, , ,1,1,2,1,2,2,2,9,9,2,2,1,1, ,9,9, ,3,2, ,4,1,1,1,1,2,2,2,2,8,9,1,1,2,1, ,1,8,1,1,3,1,9,3,2,3,2,2,1,2,1,1,1,1,3,9,1,2,2,1,1,1,1,1, ,9, ,1,1,5,2,60448,9,1953,4, ,5,5,9,0,1
68699,3,1, , ,1,1,1,9,2,1,1,1,1,1,9,8,8,"VOTES FOR THE MAN, BOTH REPUBLICAN AND DEMOCRAT",9,9, ,9,9, ,2,2,1,9,2,9,9,3,3,3,4,9,9,9,1, ,1,9,9,9,9,3,1,2,1,2,1,2,1,2,1,2,2,1,3,9,1,2,9,9,3,1,3, ,3,5, ,1,1,5,2,99999,13,1924,2, ,5,5,9,1,0
69133,3,1, , ,1,1,2,2,2,1,3,1,1,1,2,3,2, ,2,1, ,1,1, ,1,1,2,1,1,1,2,1,2,8,4,1,3,3,1, ,1,2,1,1,2,4,2,1,1,1,1,4,3,1,1,2,2,1,3,3,1,3,3,2,3,1,3, ,1,4, ,1,1,5,2,62618,10,1947,1, ,5,5,4,0,1
69954,3,1, , ,1,1,1,2,2,1,2,1,1,1,2,1,1, ,2,1, ,4,2, ,2,3,2,4,2,1,1,2,3,3,4,1,1,1,1, ,1,2,1,1,3,4,1,4,2,2,1,1,1,1,1,2,2,2,3,2,1,5,4,3,3,1,1,4, ,1,1, ,1,5,2,61412,11,1943,1, ,5,5,4,1,0
70166,3,1, , ,1,1,1,1,2,2,3,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,1,4,5,1,1,1,2, ,2,2,1,1,3,4,2,3,2,3,2,9,9,9,9,2,1,1,1,1,1,5,1,1,1,1,1,1, ,5, ,3,3, , ,60431,8,1955,1, ,5,5,6,1,0
300417,3,2,1,1, ,1,2,2,9,1,2,1,1,1,9,1,1, ,3,2, ,3,2, ,1,9,1,1,1,1,1,4,1,8,3,1,1,1, ,2,2,2,2,9,3,9,1,3,2,1,1,5,3,1,1,2,2,1,3,3,3,2,2,1,1,1,1,1, ,3,1, ,1,3,1,61108,6,1965,4, ,4,4,1,0,1
51612,3,2,1,1, ,1,2,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,2,4,2,1,1,1,2,4,3,8,3,1,1,1, ,2,2,2,2,1,3,4,2,2,1,2,1,2,1,1,1,2,2,1,3,3,1,3,3,2,1,1,1,4, ,4, ,1,1,3,1,60033,12,1938,1, ,5,5,5,0,1
71421,1,2,1,1, ,1,2,9,1,1,4,1,1,1,8,2,1, ,4,2, ,4,2, ,2,2,3,3,2,3,9,2,2,4,5,4,1,2, ,2,2,1,1,2,1,3,1,3,2,3,2,2,1,2,1,2,2,1,3,3,2,2,2,1,2,1,2,1, ,4, ,1,1,5,2,60608,1,1994,4, ,6,6,3,0,1
72252,1,2,1,1, ,1,1,2,2,2,4,1,1,1,1,1,1, ,3,2, ,3,2, ,4,4,1,4,3,3,4,4,4,4,5,4,4,4, ,1,1,2,2,4,8,4,1,4,2,4,2,5,3,5,3,1,9,1,1,1,1,2,1,1,1,1,1,4, ,3,1, ,1,5,2,60651,7,1960,2, ,1,1,9,1,0
72065,2,1, , ,1,1,2,1,1,1,2,1,3,2,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,3,1,8,3,1,1,1,2, ,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,6,2,1,1,1,1,1, ,1,1, ,1,2,1,60803,4,1978,2, ,2,2,2,0,1
74188,2,1, , ,1,1,2,1,1,1,1,1,1,1,1,1,1, ,3,2, ,1,1, ,1,1,1,1,1,1,1,1,1,3,5,1,1,1,2, ,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,6,1,1,1,1,3, ,1,5, ,9,9, , ,60137,11,1942,1, ,5,5,7,0,1
75383,2,1, , ,1,1,1,9,1,1,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,8,3,1,9,3, ,1,1,1,2,9,3,3,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,3,4,3,7,3,3, ,1,1,1, ,1,5,2,63630,13,1929,1, ,5,5,4,1,0
77431,2,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,2,9,4,9,2,2,2,2,1,2,2,1,1, ,1,1,1,1,1,2,4,1,2,1,2,1,2,1,1,1,9,2,2,2,3,3,3,4,3,5,3,1,4, ,1,1, ,1,5,2,60477,8,1957,1, ,1,1,9,1,0
68410,3,1, , ,1,1,2,2,9,1,2,9,1,2,9,1,1, ,9,9, ,9,9, ,2,2,2,1,3,9,9,9,1,1,9,1,3,1,2, ,2,2,1,3,1,3,2,4,2,9,9,1,1,5,3,9,2,3,3,3,1,1,9,9,2,1,3, ,1,5, ,1,1,5,2,61008,12,1938,4, ,6,6,1,0,1
73902,2,1, , ,1,1,1,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,2,1,1,1,1,1,1,4,5,4,1,1,2, ,2,2,1,1,3,3,2,3,2,2,1,1,1,1,1,2,2,3,1,1,1,4,2,1,1,1,9, , ,1,1, ,1,2,1,60471,9,1953,2, ,1,1,2,1,0
76319,2,1, , ,1,1,1,1,2,1,4,1,1,1,2,4,2, ,1,1, ,1,1, ,3,1,3,3,3,2,2,2,3,1,2,1,2,2, ,1,1,1,1,2,1,3,2,1,1,9,9,9,9,2,1,2,9,9,3,3,1,5,3,2,7,3,1,1, ,5, ,1,1,5,2,60417,9,1951,1, ,6,6,6,1,0
77714,2,1, , ,1,1,2,9,9,2,2,2,1,2,9,4,2, ,9,9, ,1,1, ,9,9,9,9,9,9,9,9,9,9,2,2,1,1, ,9,9,8,9,9,2,3,1,2,1,2,1,9,9,9,9,9,9,9,3,1,1,2,2,1,9,9,4, , ,4, ,1,1,5,2,60523,13,1923,1, ,6,6,6,0,1
71857,1,1, , ,1,1,2,9,9,1,2,1,2,2,2,1,1, ,3,2, ,3,2, ,1,3,2,1,2,1,1,1,2,4,5,2,3,2, ,2,2,2,2,3,3,1,1,2,1,3,2,2,1,4,3,2,1,1,3,3,1,6,2,1,1,1,1,1, ,5, ,3,3, , ,60605,7,1964,1, ,6,6,6,0,1
72535,1,1, , ,1,1,2,9,1,9,2,1,3,2,1,1,1, ,9,9, ,3,2, ,2,2,2,2,2,2,2,2,3,8,2,2,2,2, ,9,9,2,1,2,2,2,1,1,1,1,1,9,9,2,1,1,1,1,3,2,4,2,1,1,1,1,4, , ,1,1, ,1,5,2,60616,8,1955,1, ,9,9,1,0,1
74737,1,1, , ,1,1,2,1,1,2,3,1,3,2,8,1,1, ,3,2, ,3,2, ,1,2,1,2,2,1,9,1,9,4,5,2,1,1,2, ,2,2,9,2,2,3,1,9,9,9,9,2,1,2,1,2,1,1,3,1,1,6,3,2,1,1,1,1, ,3,1, ,1,2,1,60616,7,1962,2, ,2,2,7,0,1
72626,1,1, , ,1,1,1,1,1,2,1,1,1,1,8,1,1, ,3,2, ,3,2, ,2,1,1,1,3,1,1,1,4,4,5,1,4,4, ,2,2,2,1,1,3,2,2,4,2,4,2,2,1,1,1,1,1,1,3,3,1,5,4,3,3,1,3, ,1,1,1, ,1,5,2,60607,6,1969,9, ,6,6,4,1,0
75041,1,1, , ,1,1,2,1,9,1,2,1,1,1,1,1,1, ,9,9, ,3,2, ,3,2,1,9,1,9,9,9,2,8,5,1,1,1,2, ,2,1,1,9,2,2,9,2,1,2,1,1,1,1,1,2,2,9,1,1,1,2,1,1,3,1,3, ,9,1,1, ,1,2,1,60608,12,1936,2, ,2,2,9,0,1
71190,1,1, , ,1,1,2,2,2,1,3,1,1,1,8,9,9, ,3,2, ,9,9, ,3,9,1,1,4,2,9,3,1,8,2,3,3,3, ,2,2,2,1,1,2,9,1,4,2,9,9,2,1,9,9,2,1,3,1,1,1,6,2,1,3,1,1,3, ,4, ,2,2, , ,60610,4,1979,2, ,5,5,5,0,1
72038,1,1, , ,1,1,2,1,2,1,2,1,2,2,1,4,2, ,1,1, ,3,2, ,2,2,2,2,2,1,9,2,2,8,2,2,2,2,2, ,2,2,1,2,2,2,2,2,1,1,1,2,1,9,9,2,2,1,3,3,2,5,3,2,5,3,3, ,4,2,1, ,1,5,2,60614,14,9999,1, ,2,2,3,0,1
76104,1,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,1, ,9,9, ,3,2, ,2,2,2,2,2,2,1,2,2,4,4,3,3,3,1, ,1,2,2,3,3,2,1,2,1,2,1,2,1,4,3,2,2,1,1,1,1,6,2,1,1,1,3, ,3,4, ,1,1,4,1,60605,10,1946,1, ,5,5,6,1,0
75772,2,1, , ,1,1,2,2,2,1,3,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,9,1,9,9,3,4,4,5,1,9,9,2, ,2,2,1,1,2,4,2,3,2,2,1,5,3,1,1,2,3,9,2,1,1,2,3,2,1,1,3, ,1,1,9, ,9, , ,99999,14,9999,9, ,4,4,4,0,1
75893,2,1, , ,1,1,2,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,2,9,2,1,2,2,2,3,3,8,2,1,2,3,9, ,9,8,2,2,1,4,2,1,1,1,1,2,1,2,1,2,2,1,3,3,1,5,3,2,7,3,4, , ,3,1, ,1,5,2,60177,5,1970,1, ,5,5,7,0,1
71539,1,1, , ,1,1,2,9,9,9,2,1,2,2,8,1,1, ,3,2, ,3,2, ,3,1,1,1,4,1,4,4,9,4,5,1,1,3, ,2,2,2,1,1,2,2,2,9,9,9,9,2,1,2,1,2,1,1,3,3,1,5,1,1,1,1,3, ,1,5, ,3,3, , ,60610,11,1942,1, ,5,5,1,0,1
73705,1,1, , ,1,1,1,2,2,1,2,1,2,2,1,2,1, ,1,1, ,3,2, ,1,1,2,1,4,1,1,1,1,3,4,1,1,1,1, ,1,8,2,1,3,4,2,1,1,1,1,1,1,1,1,1,2,1,3,3,1,5,3,2,4,2,3, ,1,3,1, ,1,5,2,60605,10,1949,1, ,9,9,6,1,0
74893,1,1, , ,1,1,2,2,1,1,3,1,2,2,2,9,9, ,4,2, ,4,2, ,1,9,1,9,2,2,2,2,3,4,5,4,3,3,2, ,2,2,1,2,1,4,2,2,1,2,1,3,2,2,1,2,2,1,3,3,1,3,4,3,4,2,3, ,1,5, ,1,1,5,2,60611,10,1947,1, ,6,6,2,0,1
77776,1,1, , ,1,1,2,2,2,2,4,1,1,1,1,4,2, ,1,1, ,4,2, ,3,9,3,2,4,9,2,1,3,8,4,9,2,3,1, ,1,1,1,1,1,4,2,2,1,2,1,2,1,2,1,1,1,2,3,3,1,5,4,3,6,3,2,3, ,5, ,2,2, , ,60616,10,1948,1, ,5,5,9,0,1
71633,1,1, , ,1,1,2,1,1,2,2,1,3,2,2,1,1, ,3,2, ,3,2, ,1,1,4,1,1,1,2,1,3,4,5,4,1,1, ,2,2,2,1,1,3,1,9,3,2,3,2,2,1,9,9,2,2,1,3,3,2,6,3,2,1,1,1,3, ,3,1, ,1,5,2,60642,3,1984,1, ,4,4,9,0,1
59613,2,1, , ,1,1,2,2,2,2,3,9,1,2,2,1,1, ,3,2, ,3,2, ,1,4,1,1,1,1,2,9,9,4,5,4,1,1,2, ,2,2,9,9,9,1,1,3,2,9,9,5,3,1,1,2,1,1,2,2,1,3,4,3,1,1,2,3, ,1,2, ,2, , ,60609,6,1965,2, ,1,1,9,0,1
76407,1,1, , ,1,1,2,2,2,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,9,1,1,1,1,1,9,1,9,5,4,1,1,2, ,2,8,1,1,9,1,1,3,2,3,2,1,1,5,3,2,9,1,3,3,1,3,1,1,1,1,4, , ,1,1, ,1,2,1,60612,9,1954,2, ,2,2,1,0,1
73802,2,2,1,1, ,1,1,1,2,2,2,1,1,1,1,1,1, ,3,2, ,9,9, ,4,2,1,1,2,2,1,2,3,8,9,1,1,1, ,2,2,2,1,1,3,1,1,3,2,3,2,4,3,4,3,2,2,3,3,1,1,5,1,1,1,1,1,1, ,1,2, ,2, , ,60615,8,1959,2, ,1,1,2,1,0
74621,2,2,1,1, ,1,2,2,2,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,2,1,1,2,1,3,4,3,4,8,3,1,2,2,2, ,2,2,1,1,2,4,2,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,2,1,1,1,2,1, ,4, ,1,1,5,2,60142,5,1970,1, ,5,5,4,0,1
76644,2,1, , ,1,1,2,2,2,9,2,1,1,1,8,4,2, ,1,1, ,1,1, ,4,3,4,3,4,4,3,2,3,2,2,9,2,3, ,2,2,8,1,2,1,4,2,9,9,9,9,9,9,9,9,9,2,1,3,3,1,5,5,3,7,3,1,1, ,5, ,2,2, , ,60047,4,1979,1, ,5,5,9,0,1
73467,3,1, , ,1,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,3,4,3,2,2,1,3,3,8,3,1,1,9,1, ,1,8,1,2,2,3,2,1,1,2,1,2,1,2,1,2,2,1,3,3,2,6,4,3,8,8,1,3, ,4, ,1,1,5,2,60014,4,1975,1, ,5,5,9,1,0
74554,3,1, , ,1,1,1,2,2,1,3,1,1,1,2,9,9, ,2,1, ,2,1, ,2,2,2,2,2,2,2,2,2,8,2,1,1,4, ,2,2,8,1,2,2,4,2,2,1,1,1,1,1,1,1,2,2,3,2,3,1,2,2,1,4,2,1,4, ,4, ,1,1,5,2,60914,10,1949,1, ,5,5,4,1,0
72154,2,1, , ,1,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,4,4,4,2,2,1,3,1,3,1,3,3,1, ,1,1,1,2,2,4,2,1,1,1,1,1,1,1,1,9,2,2,2,3,2,5,5,3,5,3,1,2, ,1,1, ,1,1,1,60187,7,1963,1, ,5,5,5,1,0
73125,2,1, , ,1,1,1,2,2,1,2,1,1,1,2,4,2, ,1,1, ,1,1, ,1,2,3,2,1,2,1,3,4,2,3,1,2,2,1, ,1,1,1,1,2,4,2,2,1,1,1,1,1,1,1,1,2,1,3,3,1,3,4,3,5,3,3, ,3,2,1, ,1,5,2,60487,9,1951,1, ,5,5,6,1,0
77007,2,1, , ,1,1,1,1,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,8,3,4,1,1,2, ,2,2,1,1,2,4,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,4,3,8,8,3, ,1,4, ,1,1,5,2,60538,7,1960,1, ,5,5,5,1,0
75683,3,1, , ,1,1,2,2,2,1,1,1,1,1,8,9,9, ,9,9, ,9,9, ,3,2,2,9,2,2,2,1,4,8,9,4,2,2,1, ,1,1,1,9,2,2,1,2,1,2,1,2,1,2,1,2,3,1,2,3,4,6,4,3,8,8,2,3, ,1,1, ,1,5,2,99999,4,1979,1, ,5,5,9,0,1
77075,3,1, , ,1,1,2,2,2,9,3,2,1,2,2,9,9, ,9,9, ,3,2, ,2,9,2,2,2,9,9,2,9,4,4,3,3,3, ,9,9,2,9,2,8,3,2,2,1,3,2,9,9,2,1,1,9,2,2,3,1,4,4,3,4,2,3, ,3,1,1, ,1,5,2,62062,13,1927,1, ,5,5,3,0,1
77571,1,2,1,1, ,1,1,1,1,1,2,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,1,2,4,5,3,3,4,2, ,2,2,1,1,1,9,1,3,2,1,1,4,3,4,3,2,1,2,3,1,1,6,3,2,3,1,1,1, ,2,1, ,1,5,2,60466,7,1964,2, ,6,6,3,1,0
72888,2,1, , ,1,1,1,9,1,1,1,1,1,1,1,1,1, ,1,1, ,3,2, ,1,1,1,1,1,1,1,1,1,4,5,1,1,1,2, ,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,3,3,1,5,1,1,1,1,3, ,1,5, ,3,3, , ,60013,10,1949,1, ,5,5,4,1,0
77574,2,1, , ,1,1,1,2,2,2,2,1,1,1,9,1,1, ,3,2, ,3,2, ,1,2,1,1,1,2,2,1,1,4,5,2,3,3,2, ,2,2,2,3,2,9,1,2,1,2,1,2,1,4,3,2,1,1,1,3,4,6,1,1,1,1,1,2, ,5, ,3,3, , ,60615,5,1974,1, ,2,2,7,1,0
72497,2,2,1,1, ,1,1,1,1,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,1,1,1,2,1,1,2,4,5,2,9,9, ,2,2,2,2,2,3,2,1,2,1,2,1,2,1,9,9,2,2,1,3,2,3,5,2,1,2,1,1,9, ,5, ,3,3, , ,60004,7,1961,1, ,5,5,7,1,0
50887,1,2,1,1, ,1,1,1,1,1,3,1,1,1,1,9,9, ,3,2, ,3,2, ,2,1,1,1,2,2,2,3,2,4,9,1,1,4,1, ,1,1,1,1,8,9,1,3,2,3,2,4,3,9,9,2,1,3,1,3,2,5,1,1,1,1,1,1, ,1,1, ,1,5,2,99999,14,9999,9, ,6,6,9,1,0
72521,2,1, , ,1,1,1,2,2,9,2,1,1,1,2,9,9, ,9,9, ,9,9, ,2,2,2,9,2,2,2,2,9,3,4,2,2,3,1, ,1,8,2,9,3,3,9,1,1,9,9,9,9,9,9,2,9,1,9,9,4,5,3,2,4,2,2,9, ,4, ,1,1,5,2,60067,8,1958,1, ,5,5,2,1,0
73842,1,1, , ,1,1,2,2,9,2,3,3,3,2,2,4,2, ,1,1, ,5,3, ,2,1,1,1,1,2,3,1,3,8,9,1,1,1, ,1,1,2,1,1,2,3,2,3,2,3,2,2,1,2,1,2,2,1,3,3,3,3,4,3,3,1,4, , ,5, ,2,2, , ,60616,2,1989,1, ,6,6,4,0,1
77809,1,1, , ,1,1,2,1,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,2,4,4,5,2,1,1,2, ,2,2,1,1,1,2,1,2,1,2,1,5,3,2,1,2,1,1,3,1,1,5,1,1,1,1,1,1, ,1,1, ,1,5,2,60608,7,1964,2, ,6,6,6,0,1
71535,3,2,1,1, ,1,2,2,2,1,3,1,1,1,1,4,2, ,1,1, ,1,1, ,2,3,2,2,1,2,3,3,3,8,3,1,1,3, ,2,2,1,2,3,3,4,2,1,1,1,1,4,3,1,1,9,2,1,2,3,1,4,3,2,7,3,1,3, ,2,1, ,1,5,2,60115,8,1955,1, ,5,5,4,0,1
72647,1,2,1,1, ,1,1,1,1,1,1,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,1,4,3,1,1,1, ,2,2,2,1,1,3,4,2,1,1,1,1,4,3,1,1,1,2,1,2,2,1,5,1,1,2,1,3, ,1,4, ,2,2, , ,60069,11,1942,1, ,5,5,6,1,0
76891,1,2,1,1, ,1,2,1,1,1,1,1,1,1,8,1,1, ,3,2, ,9,9, ,1,2,2,1,1,2,9,3,2,8,9,1,1,1,2, ,2,1,1,2,8,9,1,2,1,3,2,1,1,2,1,2,2,1,3,1,1,3,2,1,2,1,4, , ,5, ,2,2, , ,60609,1,1992,4, ,1,1,1,0,1
49701,1,1, , ,1,1,1,1,2,2,2,1,1,1,8,2,1, ,4,2, ,9,9, ,2,2,2,2,2,2,2,2,3,3,4,2,1,2,2, ,2,2,1,1,3,2,1,2,1,2,1,9,9,1,1,2,9,1,3,1,2,6,2,1,2,1,1,3, ,4, ,1,1,5,2,60614,6,1966,1, ,5,5,9,1,0
71462,1,1, , ,1,1,2,2,1,2,4,1,2,2,1,1,1, ,3,2, ,1,1, ,1,2,1,1,2,1,1,1,1,4,5,2,2,2, ,2,2,2,2,9,1,1,1,3,2,3,2,2,1,5,3,2,1,1,3,3,2,6,1,1,1,1,1,3, ,4, ,1,1,5,2,60616,8,1959,1, ,1,1,5,0,1
72134,1,1, , ,1,1,2,2,2,2,2,1,1,1,2,1,1, ,3,2, ,3,2, ,2,1,1,1,1,2,2,2,2,8,3,2,2,2, ,2,2,8,9,2,8,3,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,4,4,3,3,1,1,1, ,4, ,1,1,5,2,60616,4,1977,2, ,4,4,4,0,1
72685,1,1, , ,1,1,1,1,1,1,2,1,1,1,8,1,1, ,3,2, ,3,2, ,1,2,1,2,1,2,1,2,2,4,5,2,2,2, ,2,2,2,9,9,1,3,2,2,1,9,9,2,1,2,1,2,1,1,1,1,2,6,3,2,3,1,3, ,1,5, ,1,1,5,2,60654,7,1963,2, ,5,5,6,1,0
72018,2,1, , ,1,1,1,9,2,9,5,1,3,2,2,9,9, ,5,3, ,5,3, ,3,3,9,1,1,1,3,1,2,2,2,2,1,2, ,1,1,1,2,2,2,4,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,3,2,4,2,3, ,4,4, ,1,1,5,2,60046,6,1967,8,PACIFIC ISLANDER,5,5,4,1,0
