id,area,type,rwdirusa,rwdiril,rwdirlocal,qlife,pres12_oba_rom,pres12_oba_rom_comment,impress_oba,impress_rom,app_gov_quin,app_pres_oba,el_honest_us,el_honest_il,leg_per_prof,leg_pubemp,leg_st_biz,term_lim,term_leader,cf_lim_leader,prim_nodeclr,redist_hat,redist_neutral,redist_commis,off_otherjob,off_taxrec,off_govprof,off_loans,off_lobby,off_reltax,off_privbiz,off_ethics,off_giftlim,off_giftlim2hi,inf_proc,inf_lgrts,inf_prol,inf_biz,inf_evch,inf_priunion,inf_occupy,inf_teapar,inf_ilcoc,inf_nra,inf_cathch,inf_pubunion,crpt_biz,crpt_ilsprd,crpt_ilothst,crpt_locil,app_citun,cf_limneed,off_2blobby,wealth_reason,wealth_distfair,wealth_fedpolicy,leg_hypoth,abort_leg,lg_rights,id_il,education,ideology,party_aff_og,employ_time,employ_type,retired_type,relig_att_often,relig_type,religion,relig_denom,relig_what,born_again,zip,birth_yr,rac_eth,hhinc,education_redo,ideology_redo,party_aff_redo,employ_time_redo,gender,language,areacode,party_aff,Generation
072613,1,2,2,2,2,2,5, ,1,4,2,1,1,1,4,4,4,1,4,4,9,2,1,1,3,4,4,3,4,2,4,4,1000, ,2,2,2,3,2,1,1,2,3,2,2,1,2,1,1,3,1,2,2,1,1,2,1,1,3,1,6,3,6,1,4, ,4, ,1,5, , ,60527,1954,1,7, , , ,1,1,1,312,3,2
075604,1,1,1,1,1,2,1, ,4,2,4,5,1,1,4,3,4,1,2,3,2,3,4,2,3,3,3,3,3,3,3,3,1000, ,2,2,2,9,2,1,3,1,2,1,1,2,2,2,3,3,2,2,1,2,2,1,2,3,1,1,6,1,1,1,4, ,4, ,1,13, ,2,60642,1949,1,7, , ,1, ,1,1,312,1,2
059153,2,1,1,3,3,3,1, ,5,2,1,5,1,1,1,1,3,1,2,1,3,2,3,1,1,3,4,3,4,4,1,2,100, ,3,1,2,3,2,2,3,1,3,3,1,3,1,1,1,1,3,1,1,2,2,2,2,2,1,2,1,3,1,3, ,2,4, ,1,3, ,2,60644,1935,2,9, ,5, , ,2,1,773,1,1
076927,2,1,2,2,1,1,5, ,2,5,2,1,1,1,4,4,1,1,4,4,4,1,3,1,4,4,4,4,4,4,4,4,100, ,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,4,1,2,2,2,2,1,3,3,5,3, ,1,4, ,1,5, , ,60527,1951,1,9, ,4, , ,2,1,630,3,2
077401,1,1,1,1,3,4,1, ,5,1,4,5,2,2,4,3,2,1,4,4,9,9,3,1,3,4,4,4,4,4,3,4,500, ,2,1,2,2,3,1,2,1,9,9,2,2,1,9,3,1,1,2,1,1,2,1,2,2,3,1,5,2,1,4, , ,1,1, ,3, ,1,60607,1957,2,5, , , ,4,2,1,312,1,2
062678,2,1,1,2,2,3,1, ,4,3,1,4,1,1,4,4,4,1,4,4,4,3,3,1,4,4,4,4,4,2,4,4,200, ,9,9,9,2,2,2,2,9,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,6,2,5,1,1, ,2,1, ,5, , ,60643,1969,1,7,6, , , ,2,1,773,3,3
072223,1,1,2,3,1,5,3, ,2,2,4,1,2,1,1,3,3,1,4,1,4,1,3,1,4,4,4,4,4,4,4,4,50, ,2,3,1,2,1,1,3,1,2,1,1,2,9,1,3,2,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1, ,5, ,2, ,6, ,60654,1952,1,4,3, , , ,1,1,312,1,2
032295,3,1,2,2,1,3,3, ,1,2,2,1,2,2,4,2,1,1,4,1,4,2,4,1,4,4,4,4,4,2,4,4,0, ,1,1,1,1,3,2,2,2,2,3,1,3,1,1,1,3,1,1,2,4,1,2,9,2,3,1,3,3,4,3, ,1,2,1, ,3, ,2,62640,1957,1,6, ,4, , ,1,1,217,2,2
075905,2,1,1,2,2,2,1, ,4,2,2,4,1,1,4,1,4,1,4,4,4,1,4,1,3,3,4,4,4,4,4,4,60, ,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,3,1,1,1,2,2,1,2,1,1,1,3,2,3,2,4, ,4, ,1,13, ,2,60660,1938,1,3, , ,3, ,2,1,773,1,1
069875,2,1,2,2,1,3,5, ,2,4,4,2,1,2,4,2,4,2,3,2,4,2,3,2,4,3,4,4,4,4,3,4,10000, ,2,1,2,2,2,1,1,1,2,3,2,1,1,1,1,2,3,1,2,2,2,1,1,2,2,1,5,2,7,1,1, ,2,1, ,16, ,2,60076,1966,1,7, , , ,1,1,1,847,3,3
051342,3,2,2,2,2,3,1, ,4,2,1,4,1,1,1,1,2,1,4,1,4,1,4,1,3,3,3,3,4,4,4,4,0, ,2,2,2,1,2,2,1,1,2,2,2,3,1,1,1,3,1,2,1,2,2,1,1,1,2,1,6,2,1,1,3, ,3,1, ,88, ,1,62675,1971,1,6, , , ,1,2,1,217,1,3
072384,3,1,2,2,1,2,5, ,2,4,1,1,9,9,4,4,4,1,4,1,3,1,9,1,4,4,4,4,4,4,4,4, ,999999,1,1,1,2,3,1,1,3,2,1,9,1,2,1,1,2,4,2,1,9,9,2,1,3,2,9,2,3,6,3, ,3,1,1, ,5, , ,62035,1926,1,5, , , ,3,1,1,618,3,1
075055,3,1,2,2,1,1,4, ,2,4,4,5,1,1,4,4,3,2,9,1,2,9,3,3,3,4,4,4,3,3,3,4, ,999999,2,2,2,1,2,2,2,2,1,2,2,1,2,1,9,2,4,2,1,1,1,2,2,1,1,1,6,9,6,1,3, ,2,1, ,14, ,2,61704,1954,1,6, , ,6, ,1,1,309,3,2
075479,3,1,2,2,1,2,5, ,2,4,2,1,2,1,1,2,1,1,2,2,3,2,3,1,1,3,3,3,3,2,3,3,500, ,2,1,2,2,1,2,1,2,3,2,2,3,1,1,1,3,2,2,1,2,2,2,2,2,2,1,4,9,5,1,1, ,2,1, ,5, , ,61570,1976,1,7,4, , , ,1,1,309,3,3
050815,3,1,2,2,3,4,3, ,1,3,1,1,1,2,4,4,4,1,4,3,9,1,9,1,4,4,3,4,4,3,9,4,25, ,9,9,2,2,2,1,2,2,3,3,2,1,2,1,1,2,1,1,1,3,9,2,9,1,2,1,5,3,7,3, ,1,3,1, ,14, ,2,61615,1941,1,4,5, , , ,1,1,309,3,1
073355,2,1,2,2,1,3,5, ,1,5,2,1,1,1,4,4,4,2,2,9,2,1,3,1,2,3,4,1,4,1,3,4,100, ,2,1,2,2,2,1,1,3,3,3,2,1,1,1,3,2,3,2,2,4,1,2,2,2,2,1,4,3,7,3, ,3,4, ,1,5, , ,60133,1945,1,3, ,5, , ,1,1,630,3,1
075583,2,1,1,2,1,2,1, ,5,1,4,5,1,1,1,1,1,2,1,3,4,1,4,1,3,4,4,4,4,4,4,4,100, ,2,2,2,2,9,2,3,2,3,2,9,2,2,2,3,2,1,1,1,2,2,1,2,2,1,2,6,1,2,1,1, ,4, ,1,16, ,1,60443,1975,2,4, , ,2, ,1,1,708,1,3
076290,1,1,1,3,1,2,1, ,5,3,4,5,1,1,3,2,2,1,3,2,2,1,4,2,3,3,4,4,3,4,3,4,500, ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,1,2,2,1,2,3,1,1,6,2,1,1,3, ,4, ,1,14, ,2,60605,1967,2,6, ,3, , ,2,1,312,1,3
077581,3,1,2,2,2,2,1, ,3,1,1,4,2,2,1,1,1,1,4,4,4,1,2,3,4,4,4,2,4,4,4,4,0, ,2,1,1,2,9,2,1,1,2,2,2,2,1,1,3,3,1,1,1,2,2,2,1,2,3,1,3,2,3,3, ,1,4, ,1,14, ,2,62379,1941,1,3, , ,2, ,1,1,217,1,1
074998,2,1,1,3,3,2,1, ,4,2,4,5,1,1,3,1,1,1,4,3,1,3,3,1,4,4,4,4,4,4,4,4, ,999999,2,2,2,2,1,2,1,1,2,2,2,2,1,1,3,3,9,1,1,2,2,1,1,2,2,1,6,2,1,1,3, ,1,1, ,31, ,1,60644,1957,2,9,6, , , ,2,1,773,1,2
028989,2,2,3,1,1,3,1, ,9,9,4,4,1,2,2,2,3,1,3,2,3,3,3,2,2,4,4,3,3,4,3,4,12000, ,3,3,2,2,3,3,1,9,9,2,2,2,1,1,3,2,2,1,2,2,2,1,1,2,1,1,3,2,2,2,1, ,3,1, ,98, ,1,60202,1992,2,9, ,3, , ,1,1,847,1,4
072302,2,2,1,2,2,2,3, ,4,3,4,4,1,1,1,1,3,1,1,2,4,2,3,2,4,3,4,4,3,4,4,4,100, ,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,2,1,2,2,2,1,2,2,1,2,7,3,1,9, , ,1,2, , ,99, ,99999,0,7,9, , ,1, ,2,1,773,1,0
073083,2,2,1,1,1,1,1, ,5,1,5,5,1,1,4,3,4,2,4,3,3,2,3,1,3,4,4,4,4,4,4,4,0, ,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,6,1,1,2,3, ,4, ,2, ,5, ,60025,1981,1,9,6, , , ,2,1,847,1,3
071150,2,2,3,2,1,2,9, ,4,4,2,3,2,2,4,9,3,1,9,4,4,2,9,3,1,3,4,3,3,4,4,9,100, ,2,2,2,2,2,1,1,3,3,3,2,1,2,1,1,2,4,2,2,1,1,2,1,1,1,2,6,3,5,1,1, ,3,1, ,5, , ,60042,1985,1,6, ,5, , ,1,1,847,3,4
073870,2,1,1,2,1,1,4, ,4,4,4,4,2,9,4,3,3,1,4,9,4,1,4,1,1,3,3,3,4,1,3,2,1000, ,2,2,2,2,2,1,1,2,2,2,2,1,9,9,3,3,3,2,2,2,1,2,1,1,1,1,6,3,6,1,4, ,5, ,1,14, ,2,60565,1944,7,6, , ,6, ,1,1,630,3,1
074650,3,1,2,2,2,5,9, ,3,3,3,1,2,2,9,9,9,3,9,9,9,1,9,2,1,1,1,4,1,1,4,4, ,50,9,3,3,9,3,3,9,3,9,9,3,3,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,3,4,2,1, ,5, ,1,5, , ,62204,1989,2,1,2, , , ,2,1,618,2,4
072810,2,1,2,2,1,3,3, ,3,3,1,2,2,1,4,3,3,2,2,4,4,1,4,1,3,4,3,4,3,4,3,4,0, ,2,2,2,1,3,2,9,1,2,2,3,2,1,1,1,2,2,1,2,3,9,1,2,2,2,1,6,2,3,1,3, ,2,1, ,13, ,1,60077,1952,1,5, , ,3, ,2,1,847,1,2
074683,2,1,2,2,1,3,1, ,4,1,4,4,1,1,4,4,4,1,4,3,4,1,4,1,4,4,4,4,4,4,4,4,50, ,1,2,2,1,1,2,3,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,5,2,3,3, ,1,3,1, ,88, ,2,60016,1951,1,5, , ,3, ,1,1,847,1,2
042240,1,1,1,1,1,3,1, ,5,1,5,5,1,1,4,3,4,1,4,2,1,1,2,1,2,1,1,4,4,4,2,4,500, ,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,3,2,1,1,2,2,1,1,1,1,1,2,1,1,3, ,4,1,1, ,21, ,1,60616,0,2,9, , ,1, ,2,1,312,1,0
075746,2,1,1,3,3,2,9, ,9,9,1,5,1,1,4,1,1,3,9,4,9,9,9,3,1,4,3,4,4,4,3,4,0, ,1,1,1,9,1,1,1,1,9,1,1,1,9,9,3,9,9,9,9,2,9,9,2,1,1,1,6,1,3,4, , ,4, ,1,13, ,2,60646,1936,1,9, , ,3, ,2,1,773,1,1
077119,3,1,2,2,2,3,5, ,1,5,1,1,2,9,4,4,4,1,3,4,2,2,3,2,4,4,4,4,4,2,3,4,0, ,9,9,9,2,2,2,9,2,2,9,2,1,2,1,1,2,3,1,1,1,1,2,2,2,4,1,5,3,5,3, ,1,3,1, ,30, ,3,62806,1944,1,9,5, , , ,1,1,618,3,1
078211,2,1,3,1,1,2,4, ,2,4,4,2,1,1,4,4,4,1,4,4,4,1,3,1,3,3,3,4,3,4,4,4,0, ,1,2,3,2,9,1,9,9,3,1,3,1,2,1,3,2,2,1,1,1,1,2,1,3,2,1,3,2,5,1,1, ,1,1, ,5, , ,60101,1957,1,6,3, , , ,1,1,630,3,2
078676,2,1,1,2,1,2,1, ,4,2,4,4,1,1,1,2,1,2,2,2,4,1,4,1,2,4,4,4,2,4,4,4,0, ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,1,1,1,1,2,2,1,1,1,5,2,3,1,1, ,4, ,2, ,6, ,60089,1953,1,7,5, , , ,1,1,847,1,2
072840,2,1,2,2,2,3,1, ,1,1,4,1,1,1,1,1,1,1,4,4,3,3,3,1,4,4,4,4,4,4,4,4,0, ,2,2,1,2,1,2,3,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,2,2,1,4, ,1,1, ,30, ,1,60056,1962,1,3, ,2, , ,1,1,773,1,2
073565,2,1,1,2,1,1,1, ,4,1,9,4,2,1,1,3,1,1,4,2,3,1,4,3,3,4,4,3,3,4,4,4, ,10000,2,9,2,1,1,2,3,9,9,1,9,9,9,1,3,2,1,1,1,2,2,1,2,2,4,1,6,1,2,4, , ,4, ,2, ,4, ,60462,1976,1,7, , ,2, ,2,1,708,1,3
073706,2,1,1,1,1,2,1, ,5,1,4,4,1,1,1,2,1,2,2,1,1,1,4,1,4,4,4,4,4,4,4,4,100, ,1,3,2,1,3,1,1,1,2,1,1,1,1,2,3,2,4,1,2,2,2,1,2,2,2,1,2,1,2,1,1, ,4, ,1,14, ,2,60448,1959,1,5,2, , , ,1,1,708,1,2
075317,2,1,2,2,2,3,5, ,1,5,1,1,2,2,4,1,4,1,4,4,2,1,4,1,3,4,4,4,4,2,4,4,0, ,1,3,3,3,3,1,3,3,1,3,3,1,1,1,1,3,1,2,1,1,1,2,2,3,2,2,4,3,7,4, , ,1,1, ,16, ,1,60133,1986,1,5, , ,7, ,2,1,630,3,4
075660,1,1,1,2,1,4,9, ,4,4,2,4,1,2,4,4,4,2,1,3,4,3,1,2,2,3,4,4,4,2,2,4,50, ,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,9,1,2,2,1,1,6,2,2,1,1, ,2,1, ,5, , ,60607,1972,1,9, , ,2, ,2,1,312,1,3
076876,2,1,1,2,1,2,1, ,4,4,1,4,2,2,4,3,4,1,3,4,4,1,3,1,2,3,4,3,3,2,4,4,75, ,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,4,2,2,1,2,1,2,2,1,1,6,2,4,1,3, ,1,1, ,5, , ,60185,1966,1,7, ,3, , ,1,1,630,2,3
073105,2,1,1,1,1,2,4, ,4,4,3,4,1,1,3,2,9,1,3,2,3,2,3,2,4,4,4,4,3,3,3,4, ,999999,2,1,2,2,2,2,2,2,2,9,2,2,1,2,3,3,3,2,1,1,1,9,2,2,3,1,2,2,6,3, ,3,3,1, ,13, ,2,60016,1945,1,1,3, , , ,2,1,847,3,1
075900,1,1,2,3,2,2,4, ,1,4,4,1,2,2,1,9,1,1,4,1,4,1,1,1,4,4,4,4,4,3,4,4,0, ,2,2,1,2,2,1,2,2,3,2,2,1,1,1,1,3,3,2,2,2,1,2,2,1,1,1,5,2,6,1,4, ,4, ,1,14, ,2,60654,1950,1,5, , ,6, ,2,1,312,3,2
077048,2,1,2,2,2,3,4, ,2,3,1,2,2,2,4,3,3,1,3,3,4,1,4,1,3,3,3,2,3,2,4,4,100, ,2,2,2,1,2,1,1,3,2,1,2,1,1,1,1,3,2,1,1,2,9,1,2,2,2,1,5,3,4,1,2, ,4, ,1,5, , ,60554,1959,1,5, , ,4, ,2,1,630,2,2
077952,1,1,1,2,3,2,1, ,4,3,2,4,1,1,2,3,4,1,3,4,4,2,4,1,2,3,2,4,4,3,3,4,500, ,2,3,2,2,9,1,9,9,1,9,2,1,1,9,1,9,1,2,9,1,2,1,1,1,1,1,6,1,3,1,1, ,4, ,3, , , ,60610,1969,1,7, , , ,1,2,1,312,1,3
030008,1,1,1,1,3,3,1, ,5,1,1,5,9,1,9,4,9,3,9,3,4,2,3,3,3,9,9,9,9,4,9,4, ,999999,3,2,3,9,9,3,1,1,9,9,9,3,1,1,3,3,9,9,9,2,2,1,9,1,1,2,3,9,9,4, , ,9, ,9, , , ,60616,0,7,9, , , ,4,2,1,312,9,0
072355,3,1,2,2,2,3,5, ,2,4,2,1,1,1,3,2,4,1,3,3,1,3,2,2,3,3,2,3,3,3,2,4,0, ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,2,1,1,1,2,2,3,2,1,4,3,8,1,4, ,1,1, ,30, ,1,62806,1974,1,3, ,4, , ,1,1,618,9,3
073306,2,1,2,2,1,3,5, ,1,5,1,1,1,1,1,1,1,2,4,1,2,1,3,1,4,4,4,4,4,4,1,4,0, ,1,1,3,1,3,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,9,3,3,1,2,3,7,1,2, ,2,1, ,30, ,1,60465,1947,1,3, , ,7, ,2,1,708,3,2
074126,2,1,2,2,2,5,5, ,1,5,1,1,1,2,4,4,1,1,4,4,4,1,4,1,4,4,4,4,4,4,3,4,0, ,1,1,1,1,3,1,3,3,1,3,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,3,3,7,3, ,3,1,1, ,5, , ,60466,1943,1,4, , , ,3,1,1,708,3,1
075179,2,1,2,3,1,2,3, ,3,9,3,3,1,1,1,1,1,1,4,9,4,9,9,3,4,4,4,4,4,4,4,4,0, ,1,1,3,3,3,1,1,3,9,1,9,9,9,9,9,2,1,1,2,2,9,9,1,3,3,2,2,3,9,3, ,1,1,1, ,30, ,1,60401,1943,2,3, , ,9, ,2,1,708,9,1
076208,1,1,1,1,2,2,1, ,5,1,4,5,2,2,4,2,2,1,4,3,4,2,4,1,3,4,4,4,4,4,4,4,0, ,3,3,3,1,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,3,4, , ,3,1, ,3, ,1,60642,1991,2,1,4, , , ,2,1,312,1,4
078065,3,1,1,1,1,2,1, ,5,1,4,5,1,1,4,4,4,1,3,4,2,9,9,3,4,4,4,4,4,4,4,4,0, ,3,3,1,9,1,3,3,1,2,1,9,3,2,2,3,2,1,2,1,1,2,1,2,2,1,1,6,1,1,3, ,3,1,1, ,13, ,2,61421,1944,1,4, ,1, , ,2,1,309,1,1
078474,2,1,2,1,2,3,3, ,3,4,4,4,2,2,1,1,1,1,4,3,4,9,9,3,4,3,3,4,4,4,3,4,0, ,9,2,2,9,1,3,9,3,3,1,1,3,1,2,3,3,3,2,1,1,1,2,2,1,1,1,2,1,5,3, ,1,4, ,1,5, , ,60040,1925,1,2, ,2, , ,2,1,847,3,1
078911,2,1,1,1,1,2,1, ,5,1,4,4,2,2,4,1,4,1,4,4,2,2,3,1,4,3,4,4,4,4,3,4,5000, ,1,1,3,1,3,2,3,3,2,1,2,3,2,1,3,3,1,1,1,2,2,1,2,1,1,1,6,1,1,3, ,3,5, ,3, , , ,60638,1948,1,4, , , ,2,2,1,773,1,2
100120,1,2,3,2,2,3,1, ,4,2,4,4,2,1,2,2,2,1,3,3,4,3,9,1,3,4,4,4,9,4,3,4, ,500,3,3,3,3,2,3,3,1,2,3,1,3,1,2,3,3,2,2,2,1,2,1,2,3,1,1,1,3,2,3, ,9,1,2, , ,88, ,60608,1956,4,9, , ,9, ,2,2,312,1,2
100194,2,2,1,2,1,5,1, ,4,9,4,4,1,1,3,3,3,3,3,2,3,3,9,1,3,3,3,3,3,3,3,3,0, ,2,2,3,9,2,9,2,2,9,1,2,2,1,2,3,3,2,1,2,2,2,1,2,2,2,2,1,9,2,4, , ,3,1, ,5, , ,60544,1944,4,1,1, , , ,2,2,708,1,1
100206,2,1,1,1,2,4,1, ,4,2,4,3,1,1,2,3,3,1,3,2,1,2,3,1,3,3,3,3,4,3,3,3,0, ,3,2,2,2,2,3,2,3,2,1,2,3,2,2,2,3,2,1,1,1,2,1,2,2,2,1,1,2,2,4, , ,1,1, ,5, , ,60804,1955,4,3,1, , , ,2,2,708,1,2
100301,2,1,1,1,1,2,1, ,5,4,2,4,2,1,3,3,4,2,4,2,2,4,4,1,3,4,2,3,4,4,3,3,500, ,2,2,1,2,1,2,1,2,2,3,1,1,1,2,3,3,3,1,1,1,2,1,1,3,1,1,2,1,2,4, , ,4, ,1,88, ,2,60629,1995,4,1, , ,3, ,1,2,773,1,4
080622,3,1,2,2,2,1,3, ,4,2,2,4,2,2,4,1,4,1,4,1,4,1,3,2,4,4,4,4,4,4,4,4,0, ,1,1,2,3,2,1,9,3,9,2,2,1,1,1,1,2,1,2,9,4,1,2,2,2,3,1,3,2,3,3, ,4,2,1, ,30, ,2,62311,1943,1,9,3, , , ,2,1,217,1,1
082371,3,1,2,2,3,4,3, ,2,9,1,2,2,9,1,2,4,1,3,1,4,2,3,3,3,3,3,4,3,4,3,4, ,5000,2,1,1,1,2,9,1,9,1,2,1,2,1,1,9,3,1,2,2,2,2,1,2,3,3,2,1,3,9,3, ,1,1,1, ,98, ,1,61931,1939,1,1,1, , , ,2,1,217,9,1
083685,2,1,1,1,2,3,1, ,5,1,4,5,2,2,1,2,2,1,3,2,1,1,4,1,3,3,4,2,4,4,4,4,500, ,2,2,2,2,2,2,9,2,2,2,2,2,1,1,1,1,3,1,1,2,2,2,1,2,2,1,2,2,1,3, ,3,5, ,1,14, ,1,60428,1951,2,4,2, , , ,1,1,708,1,2
084625,1,1,2,2,2,2,5, ,2,4,4,2,1,1,4,3,4,2,3,3,4,3,4,1,4,3,4,4,4,1,3,4, ,500,2,3,1,9,9,1,1,2,9,9,2,2,1,1,1,3,3,2,2,2,1,2,2,1,1,1,6,2,5,1,9, ,4, ,1,5, , ,60611,1967,1,6, , ,5, ,2,1,312,3,3
087830,2,1,1,2,2,4,1, ,5,1,1,5,1,1,2,2,1,1,2,1,4,2,2,1,3,3,4,3,1,4,1,3,800, ,1,3,1,1,1,3,1,1,3,2,3,3,2,2,3,1,1,1,2,2,2,1,2,1,1,2,5,2,1,1,1, ,2,1, ,16, ,1,60621,1989,2,5, , , ,1,2,1,773,1,4
089968,2,1,3,2,1,1,3, ,4,4,4,4,1,1,4,1,4,2,9,4,4,1,4,1,4,3,4,2,3,3,4,4,0, ,9,9,9,1,3,9,9,9,9,2,9,3,1,2,1,2,3,1,1,2,1,2,1,2,1,1,6,2,6,1,3, ,2,1, ,31, ,2,60477,1982,1,6, , ,6, ,2,1,708,3,3
092282,2,1,1,1,1,4,1, ,5,1,4,5,1,1,4,3,4,1,4,3,2,2,4,1,3,4,4,4,3,4,3,4, ,10000,3,3,1,1,1,9,9,2,9,9,1,9,2,2,1,3,9,1,1,2,2,1,2,1,1,1,3,1,2,4, , ,5, ,2, ,6, ,60645,1951,1,9, , ,2, ,2,1,773,1,2
094851,2,1,2,2,2,3,5, ,1,5,2,1,1,1,1,2,4,1,4,2,2,1,4,1,3,3,3,3,3,3,3,4, ,5000,3,1,3,1,2,3,1,3,2,3,1,1,1,1,1,1,3,1,2,1,1,1,2,3,2,1,3,3,7,1,1, ,1,1, ,5, , ,60634,1977,4,5, , ,7, ,2,1,773,3,3
079929,1,1,2,2,2,2,5, ,1,4,1,1,2,2,4,4,4,2,3,4,1,1,3,1,3,3,3,4,4,3,4,4,1000, ,1,1,1,2,1,1,1,2,2,2,2,1,2,1,3,1,4,2,1,1,1,2,1,2,2,1,5,3,2,3, ,2,4, ,2, ,5, ,60611,1948,1,6,5, , , ,1,1,312,1,2
081149,2,1,1,1,2,3,9, ,9,9,2,9,1,1,2,1,2,1,3,4,4,1,2,1,1,4,3,4,3,4,3,3, ,10000,3,2,3,9,2,9,9,9,9,2,3,3,2,2,3,3,3,2,2,2,2,1,2,2,1,1,2,9,9,1,4, ,2,2, , ,99, ,60628,1975,2,1,2, , , ,1,1,773,9,3
082071,3,1,2,2,2,2,5, ,1,4,1,1,1,1,4,4,4,1,4,3,4,3,4,1,2,4,4,4,4,2,4,4, ,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,4,2,1,9,1,2,2,2,2,1,3,3,5,3, ,1,4, ,1,14, ,2,62655,1945,1,4, , , ,3,1,1,217,3,1
085422,1,1,1,2,1,2,1, ,5,1,2,5,1,1,4,4,4,1,3,4,2,1,4,1,4,4,4,4,4,4,4,3,250, ,3,3,1,2,1,2,2,1,9,1,1,9,2,1,1,1,1,1,1,2,2,1,1,2,1,1,6,1,1,1,1, ,5, ,3, , , ,60610,1950,1,7, , ,1, ,2,1,312,1,2
092463,1,1,1,1,2,1,1, ,4,2,5,5,1,1,4,3,4,2,2,4,9,9,3,1,3,3,3,3,4,3,3,3,500, ,1,2,1,2,1,3,2,1,2,1,2,3,2,2,3,3,1,1,1,1,2,1,9,1,1,1,6,1,1,2,4, ,4, ,1,30, ,2,60605,1952,1,7,6, , , ,2,1,312,1,2
094050,1,1,2,2,2,2,1, ,4,1,4,3,9,9,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,100, ,2,2,9,1,9,9,3,9,9,9,1,9,9,9,9,3,1,1,1,2,2,1,2,1,1,1,3,1,1,4, , ,4, ,1,13, ,2,60616,1961,1,6, , , ,4,2,1,312,1,2
081753,2,1,1,1,1,2,1, ,5,4,4,4,1,1,2,2,2,2,4,2,4,1,3,1,3,4,4,3,4,4,4,4,500, ,3,1,1,3,2,2,1,1,3,1,2,2,2,2,3,3,2,2,1,1,2,1,2,2,2,2,4,1,1,3, ,1,2,1, ,3, ,2,60409,1937,2,1, , ,1, ,2,1,708,1,1
088188,1,1,2,2,2,3,5, ,2,5,4,2,1,1,4,2,4,1,4,4,4,3,2,1,4,4,4,4,4,4,4,4,50, ,2,2,2,1,2,2,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,3,5,1,1, ,1,1, ,5, , ,62610,1967,1,9, , ,5, ,1,1,312,3,3
092381,2,1,2,2,2,2,1, ,5,1,4,4,1,1,4,4,4,1,4,4,4,1,4,1,3,4,4,4,4,3,4,4,1000, ,1,2,3,2,1,2,3,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,5,2,3,3, ,1,3,1, ,31, ,2,60067,1935,1,6, , , ,3,1,1,847,1,1
081112,2,1,2,1,1,3,5, ,1,5,1,1,1,2,1,4,1,1,4,1,4,1,4,2,4,1,4,4,4,1,4,4,500, ,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,4,1,1,1,1,2,2,2,3,1,2,1,7,3, ,2,5, ,1,5, , ,60641,1938,1,2, , , ,3,1,1,773,3,1
082746,1,1,2,2,2,4,5, ,1,5,1,1,2,2,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,250, ,1,1,3,2,3,1,3,3,2,3,3,1,1,1,1,1,4,2,1,1,1,2,1,3,3,1,5,3,5,1,1, ,4, ,1,5, , ,60616,0,7,9,5, , , ,1,1,312,3,0
088353,2,1,3,2,2,4,2, ,4,2,1,4,2,2,9,2,9,2,2,3,2,9,9,3,2,2,2,4,9,9,9,4, ,999999,9,1,9,9,9,9,9,9,9,9,2,9,9,9,1,1,9,2,1,2,2,1,1,2,3,1,2,3,1,3, ,1,1,1, ,5, , ,60462,0,1,9,2, , , ,2,1,708,1,0
097011,1,1,1,2,1,1,5, ,2,5,4,2,1,2,2,3,3,1,2,2,2,2,4,2,4,2,3,3,3,4,4,4,500, ,3,1,3,1,3,1,9,2,2,3,3,1,1,1,1,3,4,1,2,2,2,2,2,2,2,1,6,3,7,4, , ,4, ,1,5, , ,60601,1947,1,7, , , ,4,2,1,312,3,2
