id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,gen14_vote,gen14_poll,gen14_likelyvoter,gen14_enthus,gen14_house,gen14_housecol,gen14_house_other,gen14_gov,gen14_gov_col,gen14_gov_other,gen14_ussen,gen14_ussen_col,gen14_ussen_other,gen14_voter,gen14_victim,gen14_minwage,gen14_insbc,tax_inc_mil,redist_neutral,redist_commis,cf_lim_judg,cf_pub_judg,app_teapar,vote_teapar,ed_hscivics,ed_hscom,ed_mscom,gun_rts1,gun_rts2,gun_own,gun_concealsafe,gun_85percent,gun_bigmin,fix_deficit_il,tax_inc_temp,cops_makeup,cops_protect,cops_pro1,cops_rate,cops_rate1,cops_match,cops_mat1,cops_respond,cops_resp1,cops_mil,abort_leg,lg_rights,betteroff_now,beteroff_1yr,news_often,education,ideo_leans,ideology,party_leans,party_aff1,employ_time,employ_type,retired_type,relig_often,relig_1,relig_2,religion,born_again1,born_again,zip,age_cat,birth_yr,rac_eth1,rec_eth_other,neighborhood1,neighborhood,hhinc1,male,female,Generation,hhinc,party_aff,rac_eth
070939,2,2,1,1, ,1,2,1,1,1,1,2,2,2,2,9,9, ,4,2, ,9,9, ,1,1,1,1,2,1,1,9,3,4,5,1,1,1, ,2,2,2,1,1,4,3,1,2,1,1,1,1,1,2,1,2,1,1,1,3,1,6,2,1,9,9,4, , ,1,1, ,1,5,2,60521,6,1969,1, ,5,5,7,0,1,3,4,9,1
057010,3,2,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1, ,9,9, ,3,2, ,1,1,2,1,1,2,1,3,3,4,5,1,1,1,1, ,1,1,1,3,3,1,2,2,1,2,1,9,9,1,1,2,1,1,1,3,3,6,2,1,1,1,1,1, ,3,1, ,1,5,2,61061,3,1980,1, ,5,5,6,0,1,3,3,1,1
048476,3,2,1,1, ,1,2,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,4,4,2,1,1,4,4,1,1,1,2,2,1, ,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,3,3,2,6,4,3,7,3,1,3, ,3,2, ,2, , ,60462,4,1978,1, ,5,5,6,0,1,3,3,3,1
070347,2,1, , ,1,1,2,2,2,1,3,3,1,2,2,2,1, ,2,1, ,9,9, ,1,1,4,1,2,1,1,1,4,8,3,3,1,1, ,9,9,2,2,1,2,2,1,1,1,1,1,9,9,1,1,9,1,1,2,2,1,3,3,2,4,2,4, , ,5, ,1,1,5,2,60137,10,1949,1, ,5,5,1,0,1,2,1,2,1
068726,3,1, , ,1,1,1,3,1,1,1,1,3,2,9,2,1, ,3,2, ,3,2, ,9,9,9,9,1,9,3,9,9,8,4,2,2,9, ,2,2,2,1,9,3,3,9,3,2,1,1,2,1,2,1,9,4,3,1,3,1,2,2,1,2,1,3, ,1,3,2, ,2, , ,61520,13,1928,1, ,5,5,4,1,0,1,2,1,1
069934,3,1, , ,1,1,1,2,2,2,1,1,2,2,2,1,1, ,3,2, ,3,2, ,2,2,1,2,1,2,1,2,2,4,5,1,3,4,2, ,2,2,1,2,2,1,2,2,1,2,1,3,2,3,2,1,2,1,3,3,3,5,1,1,1,1,3, ,3,1,1, ,1,5,2,62286,9,1954,1, ,5,5,4,1,0,2,2,1,1
070921,3,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,3,3,4,4,2,3,3,3,3,8,3,9,4,3,1, ,1,1,1,2,2,2,2,2,1,2,1,4,3,3,2,2,3,3,2,2,1,3,5,3,5,3,3, ,4,1,1, ,1,1,1,61081,11,1942,1, ,5,5,9,1,0,1,9,3,1
062417,2,2,1,1, ,1,2,1,1,1,3,1,1,1,2,1,1, ,3,2, ,3,2, ,3,2,2,1,1,3,2,3,2,8,9,2,2,2,9, ,9,2,9,2,2,1,1,3,2,3,2,3,2,9,9,2,1,1,3,3,1,4,2,1,1,1,9, , ,1,2, ,2, , ,60426,7,1960,2, ,6,6,4,0,1,2,2,1,2
069709,1,2,1,1, ,1,1,1,2,2,2,1,1,1,1,1,1, ,3,2, ,3,2, ,2,2,1,1,1,2,2,2,2,8,5,1,1,3, ,1,1,2,2,3,2,1,1,3,2,2,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,3, ,4,5, ,1,1,5,2,60643,11,1943,2, ,1,1,4,1,0,1,2,1,2
070908,1,2,1,1, ,1,1,1,1,1,2,1,1,1,1,9,9, ,9,9, ,9,9, ,3,2,1,2,1,2,1,9,2,8,9,1,1,2, ,2,2,2,2,9,1,3,2,1,1,1,1,9,9,1,1,9,2,4,3,3,1,6,2,1,9,9,1,1, ,3,2, ,2, , ,46430,5,1974,6,I DON'T KNOW,2,2,4,1,0,3,2,9,3
069944,2,2,1,1, ,1,2,3,3,1,2,9,1,2,2,9,9, ,9,9, ,9,9, ,1,9,9,1,1,2,1,1,2,8,3,1,1,1, ,2,2,2,1,1,3,3,1,1,1,1,1,9,9,1,1,2,2,2,3,3,2,6,3,2,5,3,9, , ,2,1, ,1,2,1,60174,10,1948,1, ,5,5,3,0,1,2,1,3,1
070302,2,2,1,1, ,1,1,1,1,1,3,2,1,2,9,1,1, ,3,2, ,3,2, ,9,9,1,1,1,9,3,9,2,1,9,1,2,2, ,1,1,2,1,1,5,2,9,1,1,2,1,5,3,2,1,9,4,4,1,1,2,4,2,1,3,1,1,4, ,3,2, ,2, , ,60133,7,1961,3, ,3,3,5,1,0,2,2,1,3
069705,2,1, , ,1,1,2,2,2,2,5,1,2,2,1,4,2, ,1,1, ,1,1, ,3,1,3,1,1,2,1,1,4,8,2,1,1,1,1, ,1,1,1,1,2,2,2,5,2,5,2,2,1,5,3,1,2,1,2,2,1,3,3,2,6,3,4, , ,5, ,1,1,5,2,60641,5,1972,1, ,3,3,5,0,1,3,2,3,1
070034,2,1, , ,1,1,2,1,1,2,3,1,2,2,8,1,1, ,3,2, ,3,2, ,1,2,1,1,1,2,1,2,9,4,5,1,1,3, ,2,2,2,1,1,1,1,1,3,2,3,2,9,9,2,1,2,1,1,3,2,1,5,1,1,1,1,1,3, ,5, ,2,2, , ,60625,9,1954,1, ,3,3,5,0,1,2,2,1,1
070862,2,1, , ,1,1,2,1,2,2,2,9,9,2,2,1,1, ,9,9, ,3,2, ,4,1,1,1,1,2,1,2,2,8,9,1,1,2,1, ,1,8,1,1,3,1,9,3,2,3,2,2,1,2,1,1,1,1,3,9,1,2,2,1,1,1,1,1, ,9, ,1,1,5,2,60448,9,1953,4, ,5,5,9,0,1,2,9,1,3
068699,3,1, , ,1,1,1,3,2,1,1,1,1,1,9,8,8,"VOTES FOR THE MAN, BOTH REPUBLICAN AND DEMOCRAT",9,9, ,9,9, ,2,2,1,9,1,9,3,3,3,3,4,9,9,9,1, ,1,9,9,9,5,2,1,2,1,2,1,2,1,2,1,2,2,1,3,9,1,2,9,9,3,1,3, ,3,5, ,1,1,5,2,99999,13,1924,2, ,5,5,9,1,0,1,9,1,2
069133,3,1, , ,1,1,2,2,2,1,3,1,1,1,2,3,2, ,2,1, ,1,1, ,1,1,2,1,1,1,1,1,2,8,4,1,3,3,1, ,1,2,1,1,2,2,2,1,1,1,1,4,3,1,1,2,2,1,3,3,1,3,3,2,3,1,3, ,1,4, ,1,1,5,2,62618,10,1947,1, ,5,5,4,0,1,2,2,1,1
069954,3,1, , ,1,1,1,2,2,1,2,1,1,1,2,1,1, ,2,1, ,4,2, ,2,3,2,4,1,1,1,2,3,3,4,1,1,1,1, ,1,2,1,1,3,2,1,4,2,2,1,1,1,1,1,2,2,2,3,2,1,5,4,3,3,1,1,4, ,1,1, ,1,5,2,61412,11,1943,1, ,5,5,4,1,0,1,2,1,1
070166,3,1, , ,1,1,1,1,2,2,3,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,1,4,5,1,1,1,2, ,2,2,1,1,3,2,2,3,2,3,2,9,9,9,9,2,1,1,1,1,1,5,1,1,1,1,1,1, ,5, ,3,3, , ,60431,8,1955,1, ,5,5,6,1,0,2,3,1,1
300417,3,2,1,1, ,1,2,2,3,1,2,1,1,1,9,1,1, ,3,2, ,3,2, ,1,9,1,1,1,1,1,4,1,8,3,1,1,1, ,2,2,2,2,9,3,3,1,3,2,1,1,5,3,1,1,2,2,1,3,3,3,2,2,1,1,1,1,1, ,3,1, ,1,3,1,61108,6,1965,4, ,4,4,1,0,1,3,1,1,3
051612,3,2,1,1, ,1,2,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,2,4,2,1,1,1,1,4,3,8,3,1,1,1, ,2,2,2,2,1,3,2,2,2,1,2,1,2,1,1,1,2,2,1,3,3,1,3,3,2,1,1,1,4, ,4, ,1,1,3,1,60033,12,1938,1, ,5,5,5,0,1,1,2,1,1
071421,1,2,1,1, ,1,2,3,1,1,4,1,1,1,8,2,1, ,4,2, ,4,2, ,2,2,3,3,1,3,3,2,2,4,5,4,1,2, ,2,2,1,1,2,1,2,1,3,2,3,2,2,1,2,1,2,2,1,3,3,2,2,2,1,2,1,2,1, ,4, ,1,1,5,2,60608,1,1994,4, ,6,6,3,0,1,4,1,1,3
072252,1,2,1,1, ,1,1,2,2,2,4,1,1,1,1,1,1, ,3,2, ,3,2, ,4,4,1,4,2,3,2,4,4,4,5,4,4,4, ,1,1,2,2,4,4,2,1,4,2,4,2,5,3,5,3,1,4,1,1,1,1,2,1,1,1,1,1,4, ,3,1, ,1,5,2,60651,7,1960,2, ,1,1,9,1,0,2,9,1,2
072065,2,1, , ,1,1,2,1,1,1,2,1,3,2,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,3,1,8,3,1,1,1,2, ,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,6,2,1,1,1,1,1, ,1,1, ,1,2,1,60803,4,1978,2, ,2,2,2,0,1,3,1,1,2
074188,2,1, , ,1,1,2,1,1,1,1,1,1,1,1,1,1, ,3,2, ,1,1, ,1,1,1,1,1,1,1,1,1,3,5,1,1,1,2, ,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,6,1,1,1,1,3, ,1,5, ,9,9, , ,60137,11,1942,1, ,5,5,7,0,1,1,4,1,1
075383,2,1, , ,1,1,1,3,1,1,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,8,3,1,9,3, ,1,1,1,2,9,3,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,3,4,3,7,3,3, ,1,1,1, ,1,5,2,63630,13,1929,1, ,5,5,4,1,0,1,2,3,1
077431,2,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,2,9,4,3,2,1,2,2,1,2,2,1,1, ,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,9,2,2,2,3,3,3,4,3,5,3,1,4, ,1,1, ,1,5,2,60477,8,1957,1, ,1,1,9,1,0,2,9,3,1
068410,3,1, , ,1,1,2,2,3,1,2,9,1,2,9,1,1, ,9,9, ,9,9, ,2,2,2,1,2,9,3,9,1,1,9,1,3,1,2, ,2,2,1,3,1,2,2,4,2,9,9,1,1,5,3,9,2,3,3,3,1,1,9,9,2,1,3, ,1,5, ,1,1,5,2,61008,12,1938,4, ,6,6,1,0,1,1,1,1,3
073902,2,1, , ,1,1,1,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,2,1,1,1,1,1,1,4,5,4,1,1,2, ,2,2,1,1,3,2,2,3,2,2,1,1,1,1,1,2,2,3,1,1,1,4,2,1,1,1,9, , ,1,1, ,1,2,1,60471,9,1953,2, ,1,1,2,1,0,2,1,1,2
076319,2,1, , ,1,1,1,1,2,1,4,1,1,1,2,4,2, ,1,1, ,1,1, ,3,1,3,3,2,2,1,2,3,1,2,1,2,2, ,1,1,1,1,2,1,2,2,1,1,9,9,9,9,2,1,2,4,4,3,3,1,5,3,2,7,3,1,1, ,5, ,1,1,5,2,60417,9,1951,1, ,6,6,6,1,0,2,3,3,1
077714,2,1, , ,1,1,2,3,3,2,2,2,1,2,9,4,2, ,9,9, ,1,1, ,9,9,9,9,3,9,3,9,9,9,2,2,1,1, ,9,9,8,9,9,2,2,1,2,1,2,1,9,9,9,9,9,4,4,3,1,1,2,2,1,9,9,4, , ,4, ,1,1,5,2,60523,13,1923,1, ,6,6,6,0,1,1,3,9,1
071857,1,1, , ,1,1,2,3,3,1,2,1,2,2,2,1,1, ,3,2, ,3,2, ,1,3,2,1,1,1,1,1,2,4,5,2,3,2, ,2,2,2,2,3,3,1,1,2,1,3,2,2,1,4,3,2,1,1,3,3,1,6,2,1,1,1,1,1, ,5, ,3,3, , ,60605,7,1964,1, ,6,6,6,0,1,2,3,1,1
072535,1,1, , ,1,1,2,3,1,3,2,1,3,2,1,1,1, ,9,9, ,3,2, ,2,2,2,2,1,2,1,2,3,8,2,2,2,2, ,9,9,2,1,2,2,1,1,1,1,1,1,9,9,2,1,1,1,1,3,2,4,2,1,1,1,1,4, , ,1,1, ,1,5,2,60616,8,1955,1, ,9,9,1,0,1,2,1,1,1
074737,1,1, , ,1,1,2,1,1,2,3,1,3,2,8,1,1, ,3,2, ,3,2, ,1,2,1,2,1,1,3,1,9,4,5,2,1,1,2, ,2,2,9,2,2,2,1,9,9,9,9,2,1,2,1,2,1,1,3,1,1,6,3,2,1,1,1,1, ,3,1, ,1,2,1,60616,7,1962,2, ,2,2,7,0,1,2,4,1,2
072626,1,1, , ,1,1,1,1,1,2,1,1,1,1,8,1,1, ,3,2, ,3,2, ,2,1,1,1,2,1,1,1,4,4,5,1,4,4, ,2,2,2,1,1,3,1,2,4,2,4,2,2,1,1,1,1,1,1,3,3,1,5,4,3,3,1,3, ,1,1,1, ,1,5,2,60607,6,1969,7, ,6,6,4,1,0,3,2,1,7
075041,1,1, , ,1,1,2,1,3,1,2,1,1,1,1,1,1, ,9,9, ,3,2, ,3,2,1,9,1,9,3,9,2,8,5,1,1,1,2, ,2,1,1,9,2,1,9,2,1,2,1,1,1,1,1,2,2,4,1,1,1,2,1,1,3,1,3, ,9,1,1, ,1,2,1,60608,12,1936,2, ,2,2,9,0,1,1,9,1,2
071190,1,1, , ,1,1,2,2,2,1,3,1,1,1,8,9,9, ,3,2, ,9,9, ,3,9,1,1,2,2,3,3,1,8,2,3,3,3, ,2,2,2,1,1,2,3,1,4,2,9,9,2,1,9,9,2,1,3,1,1,1,6,2,1,3,1,1,3, ,4, ,2,2, , ,60610,4,1979,2, ,5,5,5,0,1,3,2,1,2
072038,1,1, , ,1,1,2,1,2,1,2,1,2,2,1,4,2, ,1,1, ,3,2, ,2,2,2,2,1,1,3,2,2,8,2,2,2,2,2, ,2,2,1,2,2,1,2,2,1,1,1,2,1,9,9,2,2,1,3,3,2,5,3,2,5,3,3, ,4,2,1, ,1,5,2,60614,14,0,1, ,2,2,3,0,1,0,1,3,1
076104,1,1, , ,1,1,1,1,1,1,2,1,1,1,1,1,1, ,9,9, ,3,2, ,2,2,2,2,1,2,1,2,2,4,4,3,3,3,1, ,1,2,2,3,3,1,1,2,1,2,1,2,1,4,3,2,2,1,1,1,1,6,2,1,1,1,3, ,3,4, ,1,1,4,1,60605,10,1946,1, ,5,5,6,1,0,1,3,1,1
075772,2,1, , ,1,1,2,2,2,1,3,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,9,1,9,3,3,4,4,5,1,9,9,2, ,2,2,1,1,2,2,2,3,2,2,1,5,3,1,1,2,3,4,2,1,1,2,3,2,1,1,3, ,1,1,9, ,9, , ,99999,14,0,7, ,4,4,4,0,1,0,2,1,7
075893,2,1, , ,1,1,2,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,2,9,2,1,1,2,1,3,3,8,2,1,2,3,9, ,9,8,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,3,3,1,5,3,2,7,3,4, , ,3,1, ,1,5,2,60177,5,1970,1, ,5,5,7,0,1,3,4,3,1
071539,1,1, , ,1,1,2,3,3,3,2,1,2,2,8,1,1, ,3,2, ,3,2, ,3,1,1,1,2,1,2,4,9,4,5,1,1,3, ,2,2,2,1,1,2,1,2,9,9,9,9,2,1,2,1,2,1,1,3,3,1,5,1,1,1,1,3, ,1,5, ,3,3, , ,60610,11,1942,1, ,5,5,1,0,1,1,1,1,1
073705,1,1, , ,1,1,1,2,2,1,2,1,2,2,1,2,1, ,1,1, ,3,2, ,1,1,2,1,2,1,1,1,1,3,4,1,1,1,1, ,1,8,2,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,3,3,1,5,3,2,4,2,3, ,1,3,1, ,1,5,2,60605,10,1949,1, ,9,9,6,1,0,2,3,2,1
074893,1,1, , ,1,1,2,2,1,1,3,1,2,2,2,9,9, ,4,2, ,4,2, ,1,9,1,9,1,2,1,2,3,4,5,4,3,3,2, ,2,2,1,2,1,2,2,2,1,2,1,3,2,2,1,2,2,1,3,3,1,3,4,3,4,2,3, ,1,5, ,1,1,5,2,60611,10,1947,1, ,6,6,2,0,1,2,1,2,1
077776,1,1, , ,1,1,2,2,2,2,4,1,1,1,1,4,2, ,1,1, ,4,2, ,3,9,3,2,2,9,1,1,3,8,4,9,2,3,1, ,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,3,3,1,5,4,3,6,3,2,3, ,5, ,2,2, , ,60616,10,1948,1, ,5,5,9,0,1,2,9,3,1
071633,1,1, , ,1,1,2,1,1,2,2,1,3,2,2,1,1, ,3,2, ,3,2, ,1,1,4,1,1,1,1,1,3,4,5,4,1,1, ,2,2,2,1,1,3,1,9,3,2,3,2,2,1,9,9,2,2,1,3,3,2,6,3,2,1,1,1,3, ,3,1, ,1,5,2,60642,3,1984,1, ,4,4,9,0,1,4,9,1,1
059613,2,1, , ,1,1,2,2,2,2,3,9,1,2,2,1,1, ,3,2, ,3,2, ,1,4,1,1,1,1,1,9,9,4,5,4,1,1,2, ,2,2,9,9,5,1,1,3,2,9,9,5,3,1,1,2,1,1,2,2,1,3,4,3,1,1,2,3, ,1,2, ,2, , ,60609,6,1965,2, ,1,1,9,0,1,3,9,1,2
076407,1,1, , ,1,1,2,2,2,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,9,1,1,1,1,1,9,1,9,5,4,1,1,2, ,2,8,1,1,5,1,1,3,2,3,2,1,1,5,3,2,4,1,3,3,1,3,1,1,1,1,4, , ,1,1, ,1,2,1,60612,9,1954,2, ,2,2,1,0,1,2,1,1,2
073802,2,2,1,1, ,1,1,1,2,2,2,1,1,1,1,1,1, ,3,2, ,9,9, ,4,2,1,1,1,2,1,2,3,8,9,1,1,1, ,2,2,2,1,1,3,1,1,3,2,3,2,4,3,4,3,2,2,3,3,1,1,5,1,1,1,1,1,1, ,1,2, ,2, , ,60615,8,1959,2, ,1,1,2,1,0,2,1,1,2
074621,2,2,1,1, ,1,2,2,2,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,2,1,1,2,1,3,2,3,4,8,3,1,2,2,2, ,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,2,1,1,1,2,1, ,4, ,1,1,5,2,60142,5,1970,1, ,5,5,4,0,1,3,2,1,1
076644,2,1, , ,1,1,2,2,2,3,2,1,1,1,8,4,2, ,1,1, ,1,1, ,4,3,4,3,2,4,2,2,3,2,2,9,2,3, ,2,2,8,1,2,1,2,2,9,9,9,9,9,9,9,9,9,2,1,3,3,1,5,5,3,7,3,1,1, ,5, ,2,2, , ,60047,4,1979,1, ,5,5,9,0,1,3,9,3,1
073467,3,1, , ,1,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,3,4,3,1,2,1,3,3,8,3,1,1,9,1, ,1,8,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,3,3,2,6,4,3,8,8,1,3, ,4, ,1,1,5,2,60014,4,1975,1, ,5,5,9,1,0,3,9,9,1
074554,3,1, , ,1,1,1,2,2,1,3,1,1,1,2,9,9, ,2,1, ,2,1, ,2,2,2,2,1,2,1,2,2,8,2,1,1,4, ,2,2,8,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,3,2,3,1,2,2,1,4,2,1,4, ,4, ,1,1,5,2,60914,10,1949,1, ,5,5,4,1,0,2,2,2,1
072154,2,1, , ,1,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,4,4,2,2,1,1,3,1,3,1,3,3,1, ,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,9,2,2,2,3,2,5,5,3,5,3,1,2, ,1,1, ,1,1,1,60187,7,1963,1, ,5,5,5,1,0,2,2,3,1
073125,2,1, , ,1,1,1,2,2,1,2,1,1,1,2,4,2, ,1,1, ,1,1, ,1,2,3,2,1,2,1,3,4,2,3,1,2,2,1, ,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,3,1,3,4,3,5,3,3, ,3,2,1, ,1,5,2,60487,9,1951,1, ,5,5,6,1,0,2,3,3,1
077007,2,1, , ,1,1,1,1,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,8,3,4,1,1,2, ,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,4,3,8,8,3, ,1,4, ,1,1,5,2,60538,7,1960,1, ,5,5,5,1,0,2,2,9,1
075683,3,1, , ,1,1,2,2,2,1,1,1,1,1,8,9,9, ,9,9, ,9,9, ,3,2,2,9,1,2,1,1,4,8,9,4,2,2,1, ,1,1,1,9,2,1,1,2,1,2,1,2,1,2,1,2,3,1,2,3,4,6,4,3,8,8,2,3, ,1,1, ,1,5,2,99999,4,1979,1, ,5,5,9,0,1,3,9,9,1
077075,3,1, , ,1,1,2,2,2,3,3,2,1,2,2,9,9, ,9,9, ,3,2, ,2,9,2,2,1,9,3,2,9,4,4,3,3,3, ,9,9,2,9,2,4,2,2,2,1,3,2,9,9,2,1,1,4,2,2,3,1,4,4,3,4,2,3, ,3,1,1, ,1,5,2,62062,13,1927,1, ,5,5,3,0,1,1,1,2,1
077571,1,2,1,1, ,1,1,1,1,1,2,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,1,2,4,5,3,3,4,2, ,2,2,1,1,1,3,1,3,2,1,1,4,3,4,3,2,1,2,3,1,1,6,3,2,3,1,1,1, ,2,1, ,1,5,2,60466,7,1964,2, ,6,6,3,1,0,2,1,1,2
072888,2,1, , ,1,1,1,3,1,1,1,1,1,1,1,1,1, ,1,1, ,3,2, ,1,1,1,1,1,1,1,1,1,4,5,1,1,1,2, ,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,1,5,1,1,1,1,3, ,1,5, ,3,3, , ,60013,10,1949,1, ,5,5,4,1,0,2,2,1,1
077574,2,1, , ,1,1,1,2,2,2,2,1,1,1,9,1,1, ,3,2, ,3,2, ,1,2,1,1,1,2,1,1,1,4,5,2,3,3,2, ,2,2,2,3,2,3,1,2,1,2,1,2,1,4,3,2,1,1,1,3,4,6,1,1,1,1,1,2, ,5, ,3,3, , ,60615,5,1974,1, ,2,2,7,1,0,3,4,1,1
072497,2,2,1,1, ,1,1,1,1,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,1,1,1,2,1,1,2,4,5,2,9,9, ,2,2,2,2,2,3,1,1,2,1,2,1,2,1,9,9,2,2,1,3,2,3,5,2,1,2,1,1,9, ,5, ,3,3, , ,60004,7,1961,1, ,5,5,7,1,0,2,4,1,1
050887,1,2,1,1, ,1,1,1,1,1,3,1,1,1,1,9,9, ,3,2, ,3,2, ,2,1,1,1,1,2,1,3,2,4,9,1,1,4,1, ,1,1,1,1,4,3,1,3,2,3,2,4,3,9,9,2,1,3,1,3,2,5,1,1,1,1,1,1, ,1,1, ,1,5,2,99999,14,0,7, ,6,6,9,1,0,0,9,1,7
072521,2,1, , ,1,1,1,2,2,3,2,1,1,1,2,9,9, ,9,9, ,9,9, ,2,2,2,9,1,2,1,2,9,3,4,2,2,3,1, ,1,8,2,9,3,2,9,1,1,9,9,9,9,9,9,2,4,1,9,9,4,5,3,2,4,2,2,9, ,4, ,1,1,5,2,60067,8,1958,1, ,5,5,2,1,0,2,1,2,1
073842,1,1, , ,1,1,2,2,3,2,3,3,3,2,2,4,2, ,1,1, ,5,3, ,2,1,1,1,1,2,2,1,3,8,9,1,1,1, ,1,1,2,1,1,2,2,2,3,2,3,2,2,1,2,1,2,2,1,3,3,3,3,4,3,3,1,4, , ,5, ,2,2, , ,60616,2,1989,1, ,6,6,4,0,1,4,2,1,1
077809,1,1, , ,1,1,2,1,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,2,4,4,5,2,1,1,2, ,2,2,1,1,1,1,1,2,1,2,1,5,3,2,1,2,1,1,3,1,1,5,1,1,1,1,1,1, ,1,1, ,1,5,2,60608,7,1964,2, ,6,6,6,0,1,2,3,1,2
071535,3,2,1,1, ,1,2,2,2,1,3,1,1,1,1,4,2, ,1,1, ,1,1, ,2,3,2,2,1,2,2,3,3,8,3,1,1,3, ,2,2,1,2,3,3,2,2,1,1,1,1,4,3,1,1,9,2,1,2,3,1,4,3,2,7,3,1,3, ,2,1, ,1,5,2,60115,8,1955,1, ,5,5,4,0,1,2,2,3,1
072647,1,2,1,1, ,1,1,1,1,1,1,1,1,1,8,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,1,4,3,1,1,1, ,2,2,2,1,1,3,2,2,1,1,1,1,4,3,1,1,1,2,1,2,2,1,5,1,1,2,1,3, ,1,4, ,2,2, , ,60069,11,1942,1, ,5,5,6,1,0,1,3,1,1
076891,1,2,1,1, ,1,2,1,1,1,1,1,1,1,8,1,1, ,3,2, ,9,9, ,1,2,2,1,1,2,3,3,2,8,9,1,1,1,2, ,2,1,1,2,4,3,1,2,1,3,2,1,1,2,1,2,2,1,3,1,1,3,2,1,2,1,4, , ,5, ,2,2, , ,60609,1,1992,4, ,1,1,1,0,1,4,1,1,3
049701,1,1, , ,1,1,1,1,2,2,2,1,1,1,8,2,1, ,4,2, ,9,9, ,2,2,2,2,1,2,1,2,3,3,4,2,1,2,2, ,2,2,1,1,3,1,1,2,1,2,1,9,9,1,1,2,4,1,3,1,2,6,2,1,2,1,1,3, ,4, ,1,1,5,2,60614,6,1966,1, ,5,5,9,1,0,3,9,1,1
071462,1,1, , ,1,1,2,2,1,2,4,1,2,2,1,1,1, ,3,2, ,1,1, ,1,2,1,1,1,1,1,1,1,4,5,2,2,2, ,2,2,2,2,9,1,1,1,3,2,3,2,2,1,5,3,2,1,1,3,3,2,6,1,1,1,1,1,3, ,4, ,1,1,5,2,60616,8,1959,1, ,1,1,5,0,1,2,2,1,1
072134,1,1, , ,1,1,2,2,2,2,2,1,1,1,2,1,1, ,3,2, ,3,2, ,2,1,1,1,1,2,1,2,2,8,3,2,2,2, ,2,2,8,9,2,4,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,4,4,3,3,1,1,1, ,4, ,1,1,5,2,60616,4,1977,2, ,4,4,4,0,1,3,2,1,2
072685,1,1, , ,1,1,1,1,1,1,2,1,1,1,8,1,1, ,3,2, ,3,2, ,1,2,1,2,1,2,1,2,2,4,5,2,2,2, ,2,2,2,9,9,1,2,2,2,1,9,9,2,1,2,1,2,1,1,1,1,2,6,3,2,3,1,3, ,1,5, ,1,1,5,2,60654,7,1963,2, ,5,5,6,1,0,2,3,1,2
